54443	ANLN	54443	ANLN	7.76320420379	0.000292668012895
10112	KIF20A	10112	KIF20A	6.793983558	0.000637354751026
3678	ITGA5	3678	ITGA5	6.74953007591	0.000637354751026
163050	ZNF564	163050	ZNF564	-6.73231432196	0.000637354751026
5347	PLK1	5347	PLK1	6.72622823082	0.000637354751026
931	MS4A1	931	MS4A1	-6.50911210524	0.000875620875699
5054	SERPINE1	5054	SERPINE1	6.20413076303	0.00151478382703
22914	KLRK1	22914	KLRK1	-6.00920274518	0.00195637038825
22974	TPX2	22974	TPX2	5.97500738365	0.00195637038825
6804	STX1A	6804	STX1A	5.936466079	0.00195637038825
3820	KLRB1	3820	KLRB1	-5.89673569682	0.00195637038825
10963	STIP1	10963	STIP1	5.84499164783	0.00202025676071
10781	ZNF266	10781	ZNF266	-5.72443587551	0.0024615022373
283420	CLEC9A	283420	CLEC9A	-5.62932533098	0.00257275365877
9253	NUMBL	9253	NUMBL	5.62128601722	0.00257275365877
10663	CXCR6	10663	CXCR6	-5.60016255098	0.00257275365877
284390	ZNF763	284390	ZNF763	-5.58873233679	0.00257275365877
26508	HEYL	26508	HEYL	5.39730467366	0.00348352602465
284029	C17orf44	284029	LINC00324	-5.38835734876	0.00348352602465
9265	CYTH3	9265	CYTH3	5.37633457483	0.00348352602465
8974	P4HA2	8974	P4HA2	5.36534110853	0.00348352602465
128611	ZNF831	128611	ZNF831	-5.31795471602	0.00370853229921
164284	APCDD1L	164284	APCDD1L	5.29306890661	0.00375649417758
5230	PGK1	5230	PGK1	5.21397244923	0.00420294621018
1731	SEPT1	1731	SEPT1	-5.20186194116	0.00420294621018
197358	NLRC3	197358	NLRC3	-5.15821589235	0.00420294621018
6513	SLC2A1	6513	SLC2A1	5.1540494024	0.00420294621018
2335	FN1	2335	FN1	5.14667116033	0.00420294621018
5798	PTPRN	5798	PTPRN	5.14362763288	0.00420294621018
23492	CBX7	23492	CBX7	-5.11195224255	0.00437024681926
24137	KIF4A	24137	KIF4A	5.09522696293	0.00439532310352
151888	BTLA	151888	BTLA	-5.07626280232	0.00443119064542
910	CD1B	910	CD1B	-5.0531306026	0.00443119064542
5784	PTPN14	5784	PTPN14	5.05158011031	0.00443119064542
10643	IGF2BP3	10643	IGF2BP3	4.98331326599	0.00503730389696
2841	GPR18	2841	GPR18	-4.93308280862	0.00549786603465
1153	CIRBP	1153	CIRBP	-4.91577180292	0.00556680406478
55355	HJURP	55355	HJURP	4.89862992602	0.0056263389929
2305	FOXM1	2305	FOXM1	4.88828896032	0.0056263389929
9787	DLGAP5	9787	DLGAP5	4.87660636505	0.00563524894386
84869	CBR4	84869	CBR4	-4.85438141625	0.00578647644649
53347	UBASH3A	53347	UBASH3A	-4.81545074716	0.00589729492234
5806	PTX3	5806	PTX3	4.80861003978	0.00589729492234
60681	FKBP10	60681	FKBP10	4.80819419456	0.00589729492234
3458	IFNG	3458	IFNG	-4.80080934564	0.00589729492234
26234	FBXL5	26234	FBXL5	-4.79115642786	0.00589729492234
3838	KPNA2	3838	KPNA2	4.78682875744	0.00589729492234
7837	PXDN	7837	PXDN	4.7492930923	0.00629571606141
3161	HMMR	3161	HMMR	4.69532920626	0.00698319511016
57707	KIAA1609	57707	TLDC1	4.66594817554	0.00732253207637
1776	DNASE1L3	1776	DNASE1L3	-4.65630766047	0.00734009407449
6781	STC1	6781	STC1	4.63186720796	0.00761568392355
7535	ZAP70	7535	ZAP70	-4.61494073242	0.00776895955707
6615	SNAI1	6615	SNAI1	4.59911862983	0.00779235602768
26279	PLA2G2D	26279	PLA2G2D	-4.59754798622	0.00779235602768
7534	YWHAZ	7534	YWHAZ	4.55694677344	0.00819877432984
871	SERPINH1	871	SERPINH1	4.55012211522	0.00819877432984
813	CALU	813	CALU	4.53843564913	0.00819877432984
8406	SRPX	8406	SRPX	4.5376992535	0.00819877432984
51114	ZDHHC9	51114	ZDHHC9	4.5376792796	0.00819877432984
80017	C14orf159	80017	C14orf159	-4.52922557975	0.00822288180712
2318	FLNC	2318	FLNC	4.5215798282	0.00823394468217
5790	PTPRCAP	5790	PTPRCAP	-4.51062148916	0.00829098619053
11004	KIF2C	11004	KIF2C	4.5047932969	0.00829098619053
3939	LDHA	3939	LDHA	4.48326626487	0.0085782725613
653820	FAM72B	653820	FAM72B	4.47560388794	0.00859867707389
79037	PVRIG	79037	PVRIG	-4.46399450115	0.00869879411688
79801	SHCBP1	79801	SHCBP1	4.45761149788	0.00869879411688
5352	PLOD2	5352	PLOD2	4.44339542567	0.00872824638734
6713	SQLE	6713	SQLE	4.43596827397	0.00872824638734
58492	ZNF77	58492	ZNF77	-4.43184549594	0.00872824638734
2639	GCDH	2639	GCDH	-4.43034462643	0.00872824638734
135228	CD109	135228	CD109	4.42532960521	0.00872824638734
8698	S1PR4	8698	S1PR4	-4.41167208344	0.00872986679496
9123	SLC16A3	9123	SLC16A3	4.40789328518	0.00872986679496
158248	TTC16	158248	TTC16	-4.40775825333	0.00872986679496
1058	CENPA	1058	CENPA	4.38136910044	0.00915629206119
259266	ASPM	259266	ASPM	4.36092290555	0.00947462335431
84954	MPND	84954	MPND	-4.33600453904	0.00974573767116
10371	SEMA3A	10371	SEMA3A	4.32906060761	0.00974573767116
55143	CDCA8	55143	CDCA8	4.32799319372	0.00974573767116
7297	TYK2	7297	TYK2	-4.32695089311	0.00974573767116
1948	EFNB2	1948	EFNB2	4.29696802806	0.0102389158926
113146	AHNAK2	113146	AHNAK2	4.2950462011	0.0102389158926
51148	CERCAM	51148	CERCAM	4.25885471265	0.0109540011239
5358	PLS3	5358	PLS3	4.25472630782	0.0109540011239
493869	GPX8	493869	GPX8	4.2504874289	0.0109540011239
200407	CREG2	200407	CREG2	4.24240895805	0.0110328530182
9256	BZRAP1	9256	BZRAP1	-4.23180036714	0.0110698492666
27034	ACAD8	27034	ACAD8	-4.23083354459	0.0110698492666
81930	KIF18A	81930	KIF18A	4.22639636303	0.0110698492666
5351	PLOD1	5351	PLOD1	4.21799349115	0.0111634426129
6241	RRM2	6241	RRM2	4.20260596033	0.0114416999303
147372	CCBE1	147372	CCBE1	4.19711233249	0.011464081809
64778	FNDC3B	64778	FNDC3B	4.15140666191	0.0126022820556
8091	HMGA2	8091	HMGA2	4.12201890451	0.013326703101
3131	HLF	3131	HLF	-4.11774973613	0.013326703101
84985	FAM83A	84985	FAM83A	4.11363066457	0.013326703101
55165	CEP55	55165	CEP55	4.10888441203	0.0133370523557
79230	ZNF557	79230	ZNF557	-4.08617096268	0.0138882836263
4605	MYBL2	4605	MYBL2	4.08049561866	0.0138882836263
163255	ZNF540	163255	ZNF540	-4.07437374962	0.0138882836263
6195	RPS6KA1	6195	RPS6KA1	-4.07409366088	0.0138882836263
939	CD27	939	CD27	-4.06037248771	0.0141962498976
3512	IGJ	3512	JCHAIN	-4.05098746466	0.0142531893084
1289	COL5A1	1289	COL5A1	4.04967794989	0.0142531893084
5937	RBMS1	5937	RBMS1	4.04628363158	0.0142531893084
6770	STAR	6770	STAR	-4.03696169649	0.0144275972602
83742	MARVELD1	83742	MARVELD1	4.02146569689	0.0145940888888
55635	DEPDC1	55635	DEPDC1	4.01853769043	0.0145940888888
51533	PHF7	51533	PHF7	-4.01561877927	0.0145940888888
891	CCNB1	891	CCNB1	4.00534666893	0.0145940888888
7272	TTK	7272	TTK	4.00310437848	0.0145940888888
2069	EREG	2069	EREG	3.99979600945	0.0145940888888
79370	BCL2L14	79370	BCL2L14	-3.99765222337	0.0145940888888
51601	LIPT1	51601	LIPT1	-3.99626797446	0.0145940888888
7532	YWHAG	7532	YWHAG	3.99518875689	0.0145940888888
36	ACADSB	36	ACADSB	-3.99117933476	0.0145940888888
51084	CRYL1	51084	CRYL1	-3.98985551417	0.0145940888888
30009	TBX21	30009	TBX21	-3.98094895224	0.0146070971911
10123	ARL4C	10123	ARL4C	3.98013388108	0.0146070971911
283208	P4HA3	283208	P4HA3	3.97865571306	0.0146070971911
55771	PRR11	55771	PRR11	3.96605528414	0.0148940232762
3688	ITGB1	3688	ITGB1	3.96314574929	0.0148940232762
25893	TRIM58	25893	TRIM58	3.94028927101	0.0155308709953
203427	SLC25A43	203427	SLC25A43	3.93329101278	0.0155308709953
445347	TARP	445347	TARP	-3.93045490209	0.0155308709953
54821	ERCC6L	54821	ERCC6L	3.92924902577	0.0155308709953
79776	ZFHX4	79776	ZFHX4	3.92779394005	0.0155308709953
6696	SPP1	6696	SPP1	3.91521143422	0.0158644374291
389643	C8orf80	389643	NUGGC	-3.90803175938	0.0160057639469
51083	GAL	51083	GAL	3.90016430541	0.0161748859104
84955	NUDCD1	84955	NUDCD1	3.89362098349	0.0162969689541
